timestamp,company_id,service_name,cpu_percent,memory_percent,response_time_ms,error_rate,active_connections,throughput_rps,queue_depth,db_query_time_ms
2014-02-14 17:22:00,AWS-Enterprise-Cluster,unified-cluster-service,71.0,45.0,320.0,1449076.5,179,180,8050425,33.8
2014-02-14 17:27:00,AWS-Enterprise-Cluster,unified-cluster-service,60.3,45.0,1120.0,102894.3,181,1920,571635,34.4
2014-02-14 17:32:00,AWS-Enterprise-Cluster,unified-cluster-service,57.8,45.0,320.0,1452523.5,180,240,8069575,34.0
2014-02-14 17:37:00,AWS-Enterprise-Cluster,unified-cluster-service,66.5,45.0,2120.0,115607.7,181,4320,642265,34.4
2014-02-14 17:42:00,AWS-Enterprise-Cluster,unified-cluster-service,63.6,45.0,2895.0,97407.9,179,6180,541155,33.8
2014-02-14 17:47:00,AWS-Enterprise-Cluster,unified-cluster-service,61.4,45.0,1920.0,107208.0,179,3840,595600,33.8
2014-02-14 17:52:00,AWS-Enterprise-Cluster,unified-cluster-service,63.4,45.0,1420.0,105219.4,179,2640,584552,33.8
2014-02-14 17:57:00,AWS-Enterprise-Cluster,unified-cluster-service,58.3,45.0,320.0,107580.2,180,1800,597667,34.1
2014-02-14 18:02:00,AWS-Enterprise-Cluster,unified-cluster-service,71.5,45.0,320.0,103206.6,181,240,573370,34.3
2014-02-14 18:07:00,AWS-Enterprise-Cluster,unified-cluster-service,63.7,45.0,320.0,105261.3,178,240,584785,33.4
2014-02-14 18:12:00,AWS-Enterprise-Cluster,unified-cluster-service,58.2,45.0,2295.0,110380.0,178,4740,613222,33.5
2014-02-14 18:17:00,AWS-Enterprise-Cluster,unified-cluster-service,68.4,45.0,2395.0,1440490.5,180,4980,8002725,34.0
2014-02-14 18:22:00,AWS-Enterprise-Cluster,unified-cluster-service,62.5,45.0,320.0,112440.2,179,180,624667,33.8
2014-02-14 18:27:00,AWS-Enterprise-Cluster,unified-cluster-service,61.0,45.0,320.0,1443501.0,186,1260,8019450,35.9
2014-02-14 18:32:00,AWS-Enterprise-Cluster,unified-cluster-service,64.6,45.0,1145.0,108837.0,180,1980,604650,34.0
2014-02-14 18:37:00,AWS-Enterprise-Cluster,unified-cluster-service,56.5,45.0,2120.0,99156.1,181,4320,550867,34.4
2014-02-14 18:42:00,AWS-Enterprise-Cluster,unified-cluster-service,71.8,45.0,2495.0,109801.4,179,5220,610007,33.8
2014-02-14 18:47:00,AWS-Enterprise-Cluster,unified-cluster-service,60.3,45.0,5070.0,1450746.0,179,11400,8059700,33.8
2014-02-14 18:52:00,AWS-Enterprise-Cluster,unified-cluster-service,58.4,45.0,320.0,470718.0,180,600,2615100,34.1
2014-02-14 18:57:00,AWS-Enterprise-Cluster,unified-cluster-service,71.8,45.0,1420.0,664897.5,180,2640,3693875,34.1
2014-02-14 19:02:00,AWS-Enterprise-Cluster,unified-cluster-service,61.4,45.0,320.0,107663.4,179,1440,598130,33.7
2014-02-14 19:07:00,AWS-Enterprise-Cluster,unified-cluster-service,63.8,45.0,1120.0,110464.6,182,1920,613692,34.7
2014-02-14 19:12:00,AWS-Enterprise-Cluster,unified-cluster-service,62.7,45.0,3095.0,104858.1,180,6660,582545,34.1
2014-02-14 19:17:00,AWS-Enterprise-Cluster,unified-cluster-service,54.2,45.0,2970.0,1446241.5,180,6360,8034675,34.1
2014-02-14 19:22:00,AWS-Enterprise-Cluster,unified-cluster-service,70.9,45.0,1545.0,108868.1,180,2940,604822,34.1
2014-02-14 19:27:00,AWS-Enterprise-Cluster,unified-cluster-service,61.5,45.0,1720.0,1443969.0,185,3360,8022050,35.7
2014-02-14 19:32:00,AWS-Enterprise-Cluster,unified-cluster-service,59.3,45.0,2295.0,106468.6,181,4740,591492,34.4
2014-02-14 19:37:00,AWS-Enterprise-Cluster,unified-cluster-service,64.9,45.0,1370.0,107749.3,181,2520,598607,34.4
2014-02-14 19:42:00,AWS-Enterprise-Cluster,unified-cluster-service,61.3,45.0,3120.0,109989.9,179,6720,611055,33.8
2014-02-14 19:47:00,AWS-Enterprise-Cluster,unified-cluster-service,61.5,45.0,320.0,101588.0,180,1260,564377,34.1
2014-02-14 19:52:00,AWS-Enterprise-Cluster,unified-cluster-service,71.9,45.0,1520.0,112911.8,179,2880,627287,33.8
2014-02-14 19:57:00,AWS-Enterprise-Cluster,unified-cluster-service,63.4,45.0,1520.0,100553.4,181,2880,558630,34.4
2014-02-14 20:02:00,AWS-Enterprise-Cluster,unified-cluster-service,71.3,45.0,2595.0,111810.6,179,5460,621170,33.8
2014-02-14 20:07:00,AWS-Enterprise-Cluster,unified-cluster-service,66.2,45.0,5095.0,100468.8,181,11460,558160,34.3
2014-02-14 20:12:00,AWS-Enterprise-Cluster,unified-cluster-service,62.4,45.0,320.0,111777.7,179,480,620987,33.8
2014-02-14 20:17:00,AWS-Enterprise-Cluster,unified-cluster-service,67.8,45.0,320.0,1446246.0,182,1500,8034700,34.7
2014-02-14 20:22:00,AWS-Enterprise-Cluster,unified-cluster-service,63.7,45.0,2645.0,113728.9,183,5580,631827,35.0
2014-02-14 20:27:00,AWS-Enterprise-Cluster,unified-cluster-service,61.1,45.0,1245.0,1438969.5,180,2220,7994275,34.1
2014-02-14 20:32:00,AWS-Enterprise-Cluster,unified-cluster-service,66.3,45.0,320.0,110214.4,179,1440,612302,33.7
2014-02-14 20:37:00,AWS-Enterprise-Cluster,unified-cluster-service,55.0,45.0,1195.0,106310.2,180,2100,590612,34.1
2014-02-14 20:42:00,AWS-Enterprise-Cluster,unified-cluster-service,70.9,45.0,1445.0,108747.5,179,2700,604152,33.7
2014-02-14 20:47:00,AWS-Enterprise-Cluster,unified-cluster-service,61.2,45.0,320.0,107775.9,180,660,598755,34.1
2014-02-14 20:52:00,AWS-Enterprise-Cluster,unified-cluster-service,56.5,45.0,1570.0,102138.8,180,3000,567437,34.0
2014-02-14 20:57:00,AWS-Enterprise-Cluster,unified-cluster-service,69.5,45.0,320.0,106511.8,179,180,591732,33.8
2014-02-14 21:02:00,AWS-Enterprise-Cluster,unified-cluster-service,63.3,45.0,2195.0,102515.0,180,4500,569527,34.1
2014-02-14 21:07:00,AWS-Enterprise-Cluster,unified-cluster-service,62.7,45.0,2295.0,113637.1,180,4740,631317,34.1
2014-02-14 21:12:00,AWS-Enterprise-Cluster,unified-cluster-service,63.9,45.0,320.0,111084.8,178,1320,617137,33.4
2014-02-14 21:17:00,AWS-Enterprise-Cluster,unified-cluster-service,54.5,45.0,3895.0,1486948.5,186,8580,8260825,35.9
2014-02-14 21:22:00,AWS-Enterprise-Cluster,unified-cluster-service,70.3,45.0,320.0,111516.3,180,1440,619535,34.1
2014-02-14 21:27:00,AWS-Enterprise-Cluster,unified-cluster-service,64.6,45.0,5870.0,1504953.0,180,13320,8360850,34.0
2014-02-14 21:32:00,AWS-Enterprise-Cluster,unified-cluster-service,57.7,45.0,1745.0,72913.5,179,3420,405075,33.8
2014-02-14 21:37:00,AWS-Enterprise-Cluster,unified-cluster-service,68.2,45.0,320.0,104350.9,182,600,579727,34.7
2014-02-14 21:42:00,AWS-Enterprise-Cluster,unified-cluster-service,61.2,45.0,1470.0,110279.7,180,2760,612665,34.1
2014-02-14 21:47:00,AWS-Enterprise-Cluster,unified-cluster-service,58.3,45.0,320.0,96756.3,181,360,537535,34.4
2014-02-14 21:52:00,AWS-Enterprise-Cluster,unified-cluster-service,65.3,45.0,1820.0,115538.9,181,3600,641882,34.4
2014-02-14 21:57:00,AWS-Enterprise-Cluster,unified-cluster-service,64.7,45.0,320.0,96480.0,180,1800,536000,34.1
2014-02-14 22:02:00,AWS-Enterprise-Cluster,unified-cluster-service,59.4,45.0,320.0,113482.8,180,1020,630460,34.0
2014-02-14 22:07:00,AWS-Enterprise-Cluster,unified-cluster-service,66.8,45.0,320.0,102195.0,181,660,567750,34.4
2014-02-14 22:12:00,AWS-Enterprise-Cluster,unified-cluster-service,63.6,45.0,2995.0,115924.5,179,6420,644025,33.8
2014-02-14 22:17:00,AWS-Enterprise-Cluster,unified-cluster-service,59.7,45.0,3320.0,1460038.5,181,7200,8111325,34.4
2014-02-14 22:22:00,AWS-Enterprise-Cluster,unified-cluster-service,63.7,45.0,320.0,101740.5,180,240,565225,34.1
2014-02-14 22:27:00,AWS-Enterprise-Cluster,unified-cluster-service,56.3,45.0,4070.0,1450426.5,184,9000,8057925,35.3
2014-02-14 22:32:00,AWS-Enterprise-Cluster,unified-cluster-service,72.4,45.0,2570.0,109709.5,182,5400,609497,34.7
2014-02-14 22:37:00,AWS-Enterprise-Cluster,unified-cluster-service,63.2,45.0,1620.0,100754.5,181,3120,559747,34.4
2014-02-14 22:42:00,AWS-Enterprise-Cluster,unified-cluster-service,60.5,45.0,1195.0,109210.5,182,2100,606725,34.7
2014-02-14 22:47:00,AWS-Enterprise-Cluster,unified-cluster-service,66.9,45.0,320.0,109501.6,176,480,608342,33.1
2014-02-14 22:52:00,AWS-Enterprise-Cluster,unified-cluster-service,61.9,45.0,320.0,106704.9,180,300,592805,34.1
2014-02-14 22:57:00,AWS-Enterprise-Cluster,unified-cluster-service,63.1,45.0,4495.0,110141.1,180,10020,611895,34.1
2014-02-14 23:02:00,AWS-Enterprise-Cluster,unified-cluster-service,68.5,45.0,3795.0,105746.4,179,8340,587480,33.8
2014-02-14 23:07:00,AWS-Enterprise-Cluster,unified-cluster-service,58.9,45.0,1670.0,110338.2,183,3240,612990,34.9
2014-02-14 23:12:00,AWS-Enterprise-Cluster,unified-cluster-service,72.3,45.0,320.0,105940.8,183,180,588560,35.0
2014-02-14 23:17:00,AWS-Enterprise-Cluster,unified-cluster-service,62.7,45.0,2870.0,1456033.5,180,6120,8089075,34.0
2014-02-14 23:22:00,AWS-Enterprise-Cluster,unified-cluster-service,58.1,45.0,320.0,103865.0,178,720,577027,33.5
2014-02-14 23:27:00,AWS-Enterprise-Cluster,unified-cluster-service,66.2,45.0,320.0,1450089.0,181,1020,8056050,34.4
2014-02-14 23:32:00,AWS-Enterprise-Cluster,unified-cluster-service,62.4,45.0,1970.0,112012.7,178,3960,622292,33.4
2014-02-14 23:37:00,AWS-Enterprise-Cluster,unified-cluster-service,60.6,45.0,2670.0,104283.4,181,5640,579352,34.4
2014-02-14 23:42:00,AWS-Enterprise-Cluster,unified-cluster-service,65.5,45.0,320.0,112340.2,178,360,624112,33.4
2014-02-14 23:47:00,AWS-Enterprise-Cluster,unified-cluster-service,55.1,45.0,2870.0,104504.4,180,6120,580580,34.0
2014-02-14 23:52:00,AWS-Enterprise-Cluster,unified-cluster-service,70.7,45.0,2370.0,112737.1,179,4920,626317,33.9
2014-02-14 23:57:00,AWS-Enterprise-Cluster,unified-cluster-service,63.7,45.0,1445.0,106633.8,181,2700,592410,34.3
2014-02-15 00:02:00,AWS-Enterprise-Cluster,unified-cluster-service,58.5,45.0,320.0,107974.8,179,480,599860,33.7
2014-02-15 00:07:00,AWS-Enterprise-Cluster,unified-cluster-service,71.6,45.0,320.0,101326.9,181,180,562927,34.4
2014-02-15 00:12:00,AWS-Enterprise-Cluster,unified-cluster-service,63.0,45.0,2995.0,116366.8,185,6420,646482,35.6
2014-02-15 00:17:00,AWS-Enterprise-Cluster,unified-cluster-service,62.3,45.0,320.0,1444018.5,183,900,8022325,35.0
2014-02-15 00:22:00,AWS-Enterprise-Cluster,unified-cluster-service,64.5,45.0,320.0,105617.7,180,540,586765,34.1
2014-02-15 00:27:00,AWS-Enterprise-Cluster,unified-cluster-service,55.8,45.0,320.0,1455120.0,181,60,8084000,34.3
2014-02-15 00:32:00,AWS-Enterprise-Cluster,unified-cluster-service,70.4,45.0,1845.0,108198.0,179,3660,601100,33.8
2014-02-15 00:37:00,AWS-Enterprise-Cluster,unified-cluster-service,61.8,45.0,1570.0,111996.0,181,3000,622200,34.4
2014-02-15 00:42:00,AWS-Enterprise-Cluster,unified-cluster-service,57.8,45.0,2470.0,103683.2,179,5160,576017,33.7
2014-02-15 00:47:00,AWS-Enterprise-Cluster,unified-cluster-service,66.2,45.0,2045.0,113308.2,180,4140,629490,34.1
2014-02-15 00:52:00,AWS-Enterprise-Cluster,unified-cluster-service,61.6,45.0,320.0,104716.4,180,300,581757,34.1
2014-02-15 00:57:00,AWS-Enterprise-Cluster,unified-cluster-service,62.5,45.0,1795.0,112307.9,180,3540,623932,34.1
2014-02-15 01:02:00,AWS-Enterprise-Cluster,unified-cluster-service,63.1,45.0,1170.0,97981.6,179,2040,544342,33.7
2014-02-15 01:07:00,AWS-Enterprise-Cluster,unified-cluster-service,58.2,45.0,2695.0,107885.2,189,5700,599362,36.8
2014-02-15 01:12:00,AWS-Enterprise-Cluster,unified-cluster-service,69.8,45.0,2320.0,1853856.0,180,4800,10299200,34.1
2014-02-15 01:17:00,AWS-Enterprise-Cluster,unified-cluster-service,60.2,45.0,3970.0,101916.0,181,8760,566200,34.4
2014-02-15 01:22:00,AWS-Enterprise-Cluster,unified-cluster-service,57.9,45.0,2120.0,112987.8,179,4320,627710,33.8
2014-02-15 01:27:00,AWS-Enterprise-Cluster,unified-cluster-service,66.0,45.0,1420.0,1443091.5,179,2640,8017175,33.7
2014-02-15 01:32:00,AWS-Enterprise-Cluster,unified-cluster-service,61.6,45.0,2945.0,108432.0,180,6300,602400,34.0
2014-02-15 01:37:00,AWS-Enterprise-Cluster,unified-cluster-service,59.5,45.0,2020.0,107113.1,181,4080,595072,34.3
2014-02-15 01:42:00,AWS-Enterprise-Cluster,unified-cluster-service,64.4,45.0,1320.0,111833.6,179,2400,621297,33.8
2014-02-15 01:47:00,AWS-Enterprise-Cluster,unified-cluster-service,54.4,45.0,320.0,106643.7,181,840,592465,34.3
2014-02-15 01:52:00,AWS-Enterprise-Cluster,unified-cluster-service,70.8,45.0,320.0,105378.3,181,360,585435,34.4
2014-02-15 01:57:00,AWS-Enterprise-Cluster,unified-cluster-service,63.4,45.0,2295.0,106124.8,181,4740,589582,34.4
2014-02-15 02:02:00,AWS-Enterprise-Cluster,unified-cluster-service,58.2,45.0,4895.0,108533.2,186,10980,602962,36.0
2014-02-15 02:07:00,AWS-Enterprise-Cluster,unified-cluster-service,70.0,45.0,3770.0,105136.6,183,8280,584092,35.0
2014-02-15 02:12:00,AWS-Enterprise-Cluster,unified-cluster-service,62.5,45.0,3295.0,106152.3,180,7140,589735,34.1
2014-02-15 02:17:00,AWS-Enterprise-Cluster,unified-cluster-service,62.3,45.0,6695.0,1457640.0,181,15300,8098000,34.4
2014-02-15 02:22:00,AWS-Enterprise-Cluster,unified-cluster-service,64.9,45.0,2170.0,112164.3,180,4440,623135,34.1
2014-02-15 02:27:00,AWS-Enterprise-Cluster,unified-cluster-service,55.2,45.0,1195.0,1452064.5,180,2100,8067025,34.1
2014-02-15 02:32:00,AWS-Enterprise-Cluster,unified-cluster-service,71.1,45.0,320.0,98703.4,179,720,548352,33.7
2014-02-15 02:37:00,AWS-Enterprise-Cluster,unified-cluster-service,61.2,45.0,2020.0,112670.6,181,4080,625947,34.4
2014-02-15 02:42:00,AWS-Enterprise-Cluster,unified-cluster-service,59.2,45.0,320.0,109749.6,179,60,609720,33.8
2014-02-15 02:47:00,AWS-Enterprise-Cluster,unified-cluster-service,66.4,45.0,2770.0,104234.8,180,5880,579082,34.1
2014-02-15 02:52:00,AWS-Enterprise-Cluster,unified-cluster-service,54.0,45.0,320.0,103318.6,180,1260,573992,34.1
2014-02-15 02:57:00,AWS-Enterprise-Cluster,unified-cluster-service,71.4,45.0,1995.0,112434.3,181,4020,624635,34.4
2014-02-15 03:02:00,AWS-Enterprise-Cluster,unified-cluster-service,63.3,45.0,4720.0,101999.7,179,10560,566665,33.8
2014-02-15 03:07:00,AWS-Enterprise-Cluster,unified-cluster-service,58.6,45.0,5295.0,106184.2,180,11940,589912,34.0
2014-02-15 03:12:00,AWS-Enterprise-Cluster,unified-cluster-service,67.8,45.0,3320.0,114146.1,179,7200,634145,33.8
2014-02-15 03:17:00,AWS-Enterprise-Cluster,unified-cluster-service,61.9,45.0,1895.0,1453608.0,180,3780,8075600,34.1
2014-02-15 03:22:00,AWS-Enterprise-Cluster,unified-cluster-service,59.3,45.0,4870.0,114413.4,185,10920,635630,35.7
2014-02-15 03:27:00,AWS-Enterprise-Cluster,unified-cluster-service,65.0,45.0,4470.0,1443861.0,184,9960,8021450,35.3
2014-02-15 03:32:00,AWS-Enterprise-Cluster,unified-cluster-service,55.1,45.0,2920.0,112031.1,179,6240,622395,33.8
2014-02-15 03:37:00,AWS-Enterprise-Cluster,unified-cluster-service,73.2,45.0,3845.0,101943.4,181,8460,566352,34.4
2014-02-15 03:42:00,AWS-Enterprise-Cluster,unified-cluster-service,63.3,45.0,1820.0,108161.6,180,3600,600897,34.1
2014-02-15 03:47:00,AWS-Enterprise-Cluster,unified-cluster-service,56.5,45.0,320.0,106607.7,181,540,592265,34.4
2014-02-15 03:52:00,AWS-Enterprise-Cluster,unified-cluster-service,69.6,45.0,1920.0,111240.0,181,3840,618000,34.4
2014-02-15 03:57:00,AWS-Enterprise-Cluster,unified-cluster-service,64.4,45.0,1595.0,110219.4,182,3060,612330,34.7
2014-02-15 04:02:00,AWS-Enterprise-Cluster,unified-cluster-service,61.0,45.0,2420.0,112452.3,180,5040,624735,34.1
2014-02-15 04:07:00,AWS-Enterprise-Cluster,unified-cluster-service,68.4,45.0,320.0,101822.9,181,1620,565682,34.3
2014-02-15 04:12:00,AWS-Enterprise-Cluster,unified-cluster-service,39.9,45.0,4945.0,106557.3,180,11100,591985,34.1
2014-02-15 04:17:00,AWS-Enterprise-Cluster,unified-cluster-service,68.5,45.0,2220.0,1455349.5,180,4560,8085275,34.1
2014-02-15 04:22:00,AWS-Enterprise-Cluster,unified-cluster-service,62.3,45.0,2620.0,115194.6,180,5520,639970,34.1
2014-02-15 04:27:00,AWS-Enterprise-Cluster,unified-cluster-service,58.2,45.0,2745.0,1452028.5,180,5820,8066825,34.0
2014-02-15 04:32:00,AWS-Enterprise-Cluster,unified-cluster-service,67.1,45.0,320.0,100836.9,179,1560,560205,33.8
2014-02-15 04:37:00,AWS-Enterprise-Cluster,unified-cluster-service,63.0,45.0,4520.0,111209.4,180,10080,617830,34.1
2014-02-15 04:42:00,AWS-Enterprise-Cluster,unified-cluster-service,60.7,45.0,1170.0,107126.6,180,2040,595147,34.1
2014-02-15 04:47:00,AWS-Enterprise-Cluster,unified-cluster-service,64.0,45.0,320.0,111977.5,180,600,622097,34.1
2014-02-15 04:52:00,AWS-Enterprise-Cluster,unified-cluster-service,54.3,45.0,1670.0,100831.9,180,3240,560177,34.0
2014-02-15 04:57:00,AWS-Enterprise-Cluster,unified-cluster-service,72.7,45.0,5270.0,106617.6,179,11880,592320,33.8
2014-02-15 05:02:00,AWS-Enterprise-Cluster,unified-cluster-service,58.4,45.0,3870.0,109736.1,180,8520,609645,34.1
2014-02-15 05:07:00,AWS-Enterprise-Cluster,unified-cluster-service,59.9,45.0,6120.0,110304.0,181,13920,612800,34.4
2014-02-15 05:12:00,AWS-Enterprise-Cluster,unified-cluster-service,66.3,45.0,320.0,113252.4,179,420,629180,33.8
2014-02-15 05:17:00,AWS-Enterprise-Cluster,unified-cluster-service,61.4,45.0,2845.0,1449279.0,179,6060,8051550,33.7
2014-02-15 05:22:00,AWS-Enterprise-Cluster,unified-cluster-service,60.4,45.0,1620.0,112398.3,180,3120,624435,34.0
2014-02-15 05:27:00,AWS-Enterprise-Cluster,unified-cluster-service,63.0,45.0,4520.0,1446025.5,180,10080,8033475,34.1
2014-02-15 05:32:00,AWS-Enterprise-Cluster,unified-cluster-service,56.4,45.0,1895.0,116032.5,179,3780,644625,33.8
2014-02-15 05:37:00,AWS-Enterprise-Cluster,unified-cluster-service,70.7,45.0,1195.0,108084.6,179,2100,600470,33.8
2014-02-15 05:42:00,AWS-Enterprise-Cluster,unified-cluster-service,60.6,45.0,320.0,116060.0,180,600,644777,34.1
2014-02-15 05:47:00,AWS-Enterprise-Cluster,unified-cluster-service,57.0,45.0,2845.0,105788.7,183,6060,587715,35.0
2014-02-15 05:52:00,AWS-Enterprise-Cluster,unified-cluster-service,67.0,45.0,2670.0,109665.5,181,5640,609252,34.4
2014-02-15 05:57:00,AWS-Enterprise-Cluster,unified-cluster-service,64.3,45.0,320.0,109819.8,179,1740,610110,33.8
2014-02-15 06:02:00,AWS-Enterprise-Cluster,unified-cluster-service,60.5,45.0,1945.0,104207.9,180,3900,578932,34.0
2014-02-15 06:07:00,AWS-Enterprise-Cluster,unified-cluster-service,66.6,45.0,2395.0,109589.4,180,4980,608830,34.1
2014-02-15 06:12:00,AWS-Enterprise-Cluster,unified-cluster-service,54.9,45.0,4970.0,108204.3,180,11160,601135,34.1
2014-02-15 06:17:00,AWS-Enterprise-Cluster,unified-cluster-service,69.7,45.0,5195.0,1463067.0,181,11700,8128150,34.4
2014-02-15 06:22:00,AWS-Enterprise-Cluster,unified-cluster-service,60.8,45.0,320.0,107431.2,180,1620,596840,34.0
2014-02-15 06:27:00,AWS-Enterprise-Cluster,unified-cluster-service,58.9,45.0,1520.0,1457883.0,181,2880,8099350,34.4
2014-02-15 06:32:00,AWS-Enterprise-Cluster,unified-cluster-service,68.6,45.0,8695.0,106002.9,181,20100,588905,34.3
2014-02-15 06:37:00,AWS-Enterprise-Cluster,unified-cluster-service,60.0,45.0,2645.0,108281.7,180,5580,601565,34.1
2014-02-15 06:42:00,AWS-Enterprise-Cluster,unified-cluster-service,59.7,45.0,320.0,111583.4,180,420,619907,34.1
2014-02-15 06:47:00,AWS-Enterprise-Cluster,unified-cluster-service,65.1,45.0,1820.0,102057.7,181,3600,566987,34.4
2014-02-15 06:52:00,AWS-Enterprise-Cluster,unified-cluster-service,55.5,45.0,6920.0,113233.5,181,15840,629075,34.4
2014-02-15 06:57:00,AWS-Enterprise-Cluster,unified-cluster-service,72.8,45.0,1295.0,100904.4,180,2340,560580,34.1
2014-02-15 07:02:00,AWS-Enterprise-Cluster,unified-cluster-service,62.4,45.0,3220.0,115599.1,180,6960,642217,34.1
2014-02-15 07:07:00,AWS-Enterprise-Cluster,unified-cluster-service,58.8,45.0,320.0,107010.5,181,660,594502,34.4
2014-02-15 07:12:00,AWS-Enterprise-Cluster,unified-cluster-service,67.1,45.0,3295.0,163202.0,180,7140,906677,34.1
2014-02-15 07:17:00,AWS-Enterprise-Cluster,unified-cluster-service,58.8,45.0,3545.0,1450305.0,181,7740,8057250,34.4
2014-02-15 07:22:00,AWS-Enterprise-Cluster,unified-cluster-service,56.4,45.0,1570.0,116441.6,180,3000,646897,34.1
2014-02-15 07:27:00,AWS-Enterprise-Cluster,unified-cluster-service,66.6,45.0,2845.0,1451209.5,180,6060,8062275,34.1
2014-02-15 07:32:00,AWS-Enterprise-Cluster,unified-cluster-service,61.4,45.0,4995.0,110862.0,179,11220,615900,33.7
2014-02-15 07:37:00,AWS-Enterprise-Cluster,unified-cluster-service,59.8,45.0,320.0,108419.4,181,1500,602330,34.4
